NAME	Tissue	Cancer Type	Cancer Subtype	Sample Gender
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	F
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	M
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	Burkitt_lymphoma	F
NB1_AUTONOMIC_GANGLIA	AUTONOMIC_GANGLIA	neuroblastoma	NS	M
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	F
NCCSTCK140_STOMACH	STOMACH	carcinoma	NS	
NCIH1048_LUNG	LUNG	carcinoma	small_cell_carcinoma	F
NCIH1092_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH1105_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH1155_LUNG	LUNG	carcinoma	large_cell_carcinoma	M
NCIH1184_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH1299_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	M
NCIH1339_LUNG	LUNG	carcinoma	small_cell_carcinoma	F
NCIH1341_LUNG	LUNG	carcinoma	small_cell_carcinoma	F
NCIH1355_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH1373_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH1385_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	F
NCIH1395_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH1435_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	F
NCIH1436_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH1437_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH146_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH1563_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH1568_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	F
NCIH1573_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH1581_LUNG	LUNG	carcinoma	large_cell_carcinoma	M
NCIH1618_LUNG	LUNG	carcinoma	small_cell_carcinoma	F
NCIH1623_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH1648_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH1650_LUNG	LUNG	carcinoma	bronchioloalveolar_adenocarcinoma	M
NCIH1651_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH1666_LUNG	LUNG	carcinoma	bronchioloalveolar_adenocarcinoma	F
NCIH1693_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH1694_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH1703_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH1734_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH1755_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH1781_LUNG	LUNG	carcinoma	bronchioloalveolar_adenocarcinoma	F
NCIH1792_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH1793_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	F
NCIH1836_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH1838_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	F
NCIH1869_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	M
NCIH1876_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH1915_LUNG	LUNG	carcinoma	large_cell_carcinoma	F
NCIH1930_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH1944_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	F
NCIH1963_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH196_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH1975_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	F
NCIH2009_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH2023_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH2029_LUNG	LUNG	carcinoma	small_cell_carcinoma	F
NCIH2030_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	M
NCIH2052_PLEURA	PLEURA	mesothelioma	NS	M
NCIH2066_LUNG	LUNG	carcinoma	small_cell_carcinoma	F
NCIH2073_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH2081_LUNG	LUNG	carcinoma	small_cell_carcinoma	F
NCIH2085_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH2087_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH209_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH2106_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	M
NCIH2110_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	
NCIH211_LUNG	LUNG	carcinoma	small_cell_carcinoma	F
NCIH2122_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH2126_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH2141_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH2170_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	M
NCIH2171_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH2172_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	F
NCIH2196_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH2227_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH2228_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH226_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	M
NCIH2286_LUNG	LUNG	carcinoma	small_cell_carcinoma	F
NCIH2291_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH2342_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH2347_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH23_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	M
NCIH2405_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH2444_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	M
NCIH2452_PLEURA	PLEURA	mesothelioma	NS	M
NCIH28_PLEURA	PLEURA	mesothelioma	NS	M
NCIH292_LUNG	LUNG	carcinoma	mucoepidermoid_carcinoma	F
NCIH322_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH3255_LUNG	LUNG	carcinoma	adenocarcinoma	F
NCIH358_LUNG	LUNG	carcinoma	bronchioloalveolar_adenocarcinoma	M
NCIH441_LUNG	LUNG	carcinoma	adenocarcinoma	M
NCIH446_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH460_LUNG	LUNG	carcinoma	large_cell_carcinoma	M
NCIH508_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	M
NCIH510_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH520_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	M
NCIH522_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	M
NCIH524_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH526_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH596_LUNG	LUNG	carcinoma	mixed_adenosquamous_carcinoma	M
NCIH647_LUNG	LUNG	carcinoma	mixed_adenosquamous_carcinoma	M
NCIH650_LUNG	LUNG	carcinoma	bronchioloalveolar_adenocarcinoma	M
NCIH660_PROSTATE	PROSTATE	carcinoma	small_cell_carcinoma	M
NCIH661_LUNG	LUNG	carcinoma	large_cell_carcinoma	M
NCIH69_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH716_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	
NCIH727_LUNG	LUNG	carcinoid-endocrine_tumour	NS	F
NCIH747_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	M
NCIH810_LUNG	LUNG	carcinoma	large_cell_carcinoma	M
NCIH82_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH838_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	M
NCIH841_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
NCIH854_LUNG	LUNG	carcinoma	adenocarcinoma	
NCIH889_LUNG	LUNG	carcinoma	small_cell_carcinoma	F
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	plasma_cell_myeloma	F
NCIN87_STOMACH	STOMACH	carcinoma	NS	M
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	chronic_myeloid_leukaemia	F
NH6_AUTONOMIC_GANGLIA	AUTONOMIC_GANGLIA	neuroblastoma	NS	
NIHOVCAR3_OVARY	OVARY	carcinoma	NS	F
NMCG1_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	NS	
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	F
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	M
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	B_cell_lymphoma_unspecified	M
NUGC2_STOMACH	STOMACH	carcinoma	adenocarcinoma	F
NUGC3_STOMACH	STOMACH	carcinoma	NS	M
NUGC4_STOMACH	STOMACH	carcinoma	signet_ring_adenocarcinoma	
OAW28_OVARY	OVARY	carcinoma	NS	F
OAW42_OVARY	OVARY	carcinoma	NS	F
OC314_OVARY	OVARY	carcinoma	serous_carcinoma	F
OC316_OVARY	OVARY	carcinoma	adenocarcinoma	F
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	M
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	M
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	M
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	F
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	
OCUM1_STOMACH	STOMACH	carcinoma	diffuse_adenocarcinoma	F
OE19_OESOPHAGUS	OESOPHAGUS	carcinoma	adenocarcinoma	M
OE21_OESOPHAGUS	OESOPHAGUS	carcinoma	squamous_cell_carcinoma	M
OE33_OESOPHAGUS	OESOPHAGUS	other	metaplasia	F
ONCODG1_OVARY	OVARY	carcinoma	adenocarcinoma	F
ONS76_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	primitive_neuroectodermal_tumour-medulloblastoma	NS	F
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	plasma_cell_myeloma	F
OSRC2_KIDNEY	KIDNEY	carcinoma	renal_cell_carcinoma	
OUMS23_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	
OUMS27_BONE	BONE	chondrosarcoma	NS	M
OV56_OVARY	OVARY	carcinoma	NS	F
OV7_OVARY	OVARY	carcinoma	NS	F
OV90_OVARY	OVARY	carcinoma	mixed_carcinoma	F
OVCAR4_OVARY	OVARY	carcinoma	NS	F
OVCAR8_OVARY	OVARY	carcinoma	NS	F
OVISE_OVARY	OVARY	carcinoma	clear_cell_carcinoma	F
OVK18_OVARY	OVARY	carcinoma	endometrioid_carcinoma	
OVKATE_OVARY	OVARY	carcinoma	adenocarcinoma	F
OVMANA_OVARY	OVARY	carcinoma	clear_cell_carcinoma	F
OVSAHO_OVARY	OVARY	carcinoma	adenocarcinoma	F
OVTOKO_OVARY	OVARY	carcinoma	clear_cell_carcinoma	F
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	M
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	M
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	Burkitt_lymphoma	M
PANC0203_PANCREAS	PANCREAS	carcinoma	NS	F
PANC0213_PANCREAS	PANCREAS	carcinoma	NS	F
PANC0327_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	F
PANC0403_PANCREAS	PANCREAS	carcinoma	NS	M
PANC0504_PANCREAS	PANCREAS	carcinoma	NS	F
PANC0813_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	M
PANC1005_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	M
PANC1_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	
PATU8902_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	F
PATU8988S_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	F
PATU8988T_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	F
PC14_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	
PC3_PROSTATE	PROSTATE	carcinoma	adenocarcinoma	M
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	plasma_cell_myeloma	
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	F
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	F
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	F
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	M
PK1_PANCREAS	PANCREAS	carcinoma	NS	
PK45H_PANCREAS	PANCREAS	carcinoma	NS	
PK59_PANCREAS	PANCREAS	carcinoma	NS	
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	M
PL45_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	M
PLCPRF5_LIVER	LIVER	carcinoma	hepatocellular_carcinoma	M
PSN1_PANCREAS	PANCREAS	carcinoma	ductal_carcinoma	
QGP1_PANCREAS	PANCREAS	carcinoma	NS	
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	Burkitt_lymphoma	M
RCC10RGB_KIDNEY	KIDNEY	carcinoma	renal_cell_carcinoma	
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	F
RCM1_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	
RDES_BONE	BONE	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	M
RD_SOFT_TISSUE	SOFT_TISSUE	rhabdomyosarcoma	embryonal	F
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	mantle_cell_lymphoma	M
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	
RERFGC1B_STOMACH	STOMACH	carcinoma	NS	M
RERFLCAD1_LUNG	LUNG	carcinoma	adenocarcinoma	M
RERFLCAD2_LUNG	LUNG	carcinoma	adenocarcinoma	M
RERFLCAI_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	M
RERFLCKJ_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	M
RERFLCMS_LUNG	LUNG	carcinoma	non_small_cell_carcinoma	
RERFLCSQ1_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	F
RH30_SOFT_TISSUE	SOFT_TISSUE	rhabdomyosarcoma	alveolar	M
RH41_SOFT_TISSUE	SOFT_TISSUE	rhabdomyosarcoma	alveolar	F
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	B_cell_lymphoma_unspecified	F
RKN_SOFT_TISSUE	SOFT_TISSUE	leiomyosarcoma	NS	F
RKO_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	
RL952_ENDOMETRIUM	ENDOMETRIUM	carcinoma	mixed_adenosquamous_carcinoma	F
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	B_cell_lymphoma_unspecified	M
RMGI_OVARY	OVARY	carcinoma	clear_cell_carcinoma	F
RMUGS_OVARY	OVARY	carcinoma	adenocarcinoma	F
RPMI7951_SKIN	SKIN	malignant_melanoma	NS	F
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	plasma_cell_myeloma	M
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	F
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	F
RT11284_URINARY_TRACT	URINARY_TRACT	carcinoma	NS	F
RT112_URINARY_TRACT	URINARY_TRACT	carcinoma	transitional_cell_carcinoma	F
RT4_URINARY_TRACT	URINARY_TRACT	carcinoma	transitional_cell_carcinoma	M
RVH421_SKIN	SKIN	malignant_melanoma	NS	M
S117_SOFT_TISSUE	SOFT_TISSUE	sarcoma	NS	F
SBC5_LUNG	LUNG	carcinoma	small_cell_carcinoma	
SCABER_URINARY_TRACT	URINARY_TRACT	carcinoma	transitional_cell_carcinoma	M
SCC15_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
SCC25_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
SCC4_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
SCC9_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
SCLC21H_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	F
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	essential_thrombocythaemia	F
SF126_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma	
SF295_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_IV	
SH10TC_STOMACH	STOMACH	carcinoma	NS	
SH4_SKIN	SKIN	malignant_melanoma	NS	F
SHP77_LUNG	LUNG	carcinoma	small_cell_carcinoma	M
SHSY5Y_AUTONOMIC_GANGLIA	AUTONOMIC_GANGLIA	neuroblastoma	NS	F
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	M
SIMA_AUTONOMIC_GANGLIA	AUTONOMIC_GANGLIA	neuroblastoma	NS	M
SJRH30_SOFT_TISSUE	SOFT_TISSUE	rhabdomyosarcoma	NS	M
SJSA1_BONE	BONE	osteosarcoma	NS	M
SKBR3_BREAST	BREAST	carcinoma	NS	F
SKCO1_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	adenocarcinoma	M
SKES1_BONE	BONE	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	M
SKHEP1_LIVER	LIVER	carcinoma	adenocarcinoma	M
SKLMS1_SOFT_TISSUE	SOFT_TISSUE	sarcoma	NS	F
SKLU1_LUNG	LUNG	carcinoma	adenocarcinoma	F
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	haematopoietic_neoplasm	acute_myeloid_leukaemia	M
SKMEL1_SKIN	SKIN	malignant_melanoma	NS	M
SKMEL24_SKIN	SKIN	malignant_melanoma	NS	M
SKMEL28_SKIN	SKIN	malignant_melanoma	NS	M
SKMEL2_SKIN	SKIN	malignant_melanoma	NS	M
SKMEL30_SKIN	SKIN	malignant_melanoma	NS	M
SKMEL31_SKIN	SKIN	malignant_melanoma	NS	F
SKMEL3_SKIN	SKIN	malignant_melanoma	NS	F
SKMEL5_SKIN	SKIN	malignant_melanoma	NS	F
SKMES1_LUNG	LUNG	carcinoma	squamous_cell_carcinoma	M
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	lymphoid_neoplasm	plasma_cell_myeloma	M
SKNAS_AUTONOMIC_GANGLIA	AUTONOMIC_GANGLIA	neuroblastoma	NS	F
SKNBE2_AUTONOMIC_GANGLIA	AUTONOMIC_GANGLIA	neuroblastoma	NS	M
SKNDZ_AUTONOMIC_GANGLIA	AUTONOMIC_GANGLIA	neuroblastoma	NS	F
SKNFI_AUTONOMIC_GANGLIA	AUTONOMIC_GANGLIA	neuroblastoma	NS	M
SKNMC_BONE	BONE	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	F
SKNSH_AUTONOMIC_GANGLIA	AUTONOMIC_GANGLIA	neuroblastoma	NS	F
SKOV3_OVARY	OVARY	carcinoma	adenocarcinoma	F
SKUT1_SOFT_TISSUE	SOFT_TISSUE	leiomyosarcoma	NS	F
SNB19_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_IV	M
SNGM_ENDOMETRIUM	ENDOMETRIUM	carcinoma	adenocarcinoma	F
SNU1040_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	NS	M
SNU1076_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
SNU1077_ENDOMETRIUM	ENDOMETRIUM	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour	F
SNU1079_BILIARY_TRACT	BILIARY_TRACT	carcinoma	NS	
SNU1105_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_IV	M
SNU1196_BILIARY_TRACT	BILIARY_TRACT	carcinoma	NS	
SNU1197_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	NS	M
SNU119_OVARY	OVARY	carcinoma	adenocarcinoma	F
SNU1214_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
SNU1272_KIDNEY	KIDNEY	carcinoma	clear_cell_renal_cell_carcinoma	F
SNU16_STOMACH	STOMACH	carcinoma	undifferentiated_adenocarcinoma	F
SNU175_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	NS	F
SNU182_LIVER	LIVER	carcinoma	hepatocellular_carcinoma	M
SNU1_STOMACH	STOMACH	carcinoma	undifferentiated_adenocarcinoma	M
SNU201_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_IV	M
SNU213_PANCREAS	PANCREAS	carcinoma	NS	M
SNU216_STOMACH	STOMACH	carcinoma	NS	F
SNU245_BILIARY_TRACT	BILIARY_TRACT	carcinoma	NS	
SNU283_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	NS	F
SNU308_BILIARY_TRACT	BILIARY_TRACT	carcinoma	NS	
SNU324_PANCREAS	PANCREAS	carcinoma	NS	M
SNU349_KIDNEY	KIDNEY	carcinoma	clear_cell_renal_cell_carcinoma	M
SNU387_LIVER	LIVER	carcinoma	hepatocellular_carcinoma	F
SNU398_LIVER	LIVER	carcinoma	hepatocellular_carcinoma	M
SNU407_LARGE_INTESTINE	LARGE_INTESTINE	carcinoma	NS	M
SNU410_PANCREAS	PANCREAS	carcinoma	NS	M
SNU423_LIVER	LIVER	carcinoma	hepatocellular_carcinoma	M
SNU449_LIVER	LIVER	carcinoma	hepatocellular_carcinoma	M
SNU466_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_IV	M
SNU46_UPPER_AERODIGESTIVE_TRACT	UPPER_AERODIGESTIVE_TRACT	carcinoma	squamous_cell_carcinoma	M
SNU475_LIVER	LIVER	carcinoma	hepatocellular_carcinoma	M
SNU478_BILIARY_TRACT	BILIARY_TRACT	carcinoma	NS	
SNU489_CENTRAL_NERVOUS_SYSTEM	CENTRAL_NERVOUS_SYSTEM	glioma	astrocytoma_Grade_IV	M
